partner_id,zone,avg_weekly_earnings,historical_claim_rate,forecast_rain_prob,forecast_heat_prob,historical_disruption_frequency,target_premium
P0254,Zone_A,1852.46,0.04513533258764172,0.5778070502510847,0.9226037570939578,0.17967524859514877,59.16
P0255,Zone_A,2332.11,0.1290862480977593,0.8661015453778347,0.762212058314177,0.09484117050305262,79.94
P0256,Zone_C,3334.51,0.08857119035955348,0.28943952161948794,0.5917169688924004,0.292669136352436,81.45
P0257,Zone_C,2370.2,0.0832747275924113,0.46768121248487704,0.19202336913634455,0.07832587618186605,49.17
P0258,Zone_B,1748.43,0.026067642061690446,0.6193899693665019,0.666685651892513,0.1509002505903978,51.09
P0259,Zone_D,2377.13,0.1304195570689209,0.4111904758694911,0.6233795659599071,0.23447124620865156,62.89
P0260,Zone_C,2363.64,0.1111940024491877,0.427486454090268,0.6024691704572664,0.22613860700686134,62.22
P0261,Zone_A,1151.56,0.019473570666000223,0.3302846675020844,0.48978586798824075,0.15568215922348305,25.89
P0262,Zone_B,2472.85,0.1090969136121676,0.564231816684536,0.5286566039892756,0.13663104198817955,66.52
P0263,Zone_A,2384.53,0.08609535042797044,0.850574528015116,0.33444252711810407,0.14940309463821766,69.54
P0264,Zone_A,2848.1,0.021441548404548955,0.20152837800631285,0.5193126926423032,0.11606906578965982,58.3
P0265,Zone_C,3424.48,0.07416208981401189,0.9344330387534414,0.19755590567847825,0.10133323467669995,97.35
P0266,Zone_B,3063.28,0.07785748019820657,0.6890876537482297,0.8051743973603768,0.17075992438972248,99.14
P0267,Zone_D,2365.56,0.033208435622858606,0.8232732126800302,0.1857769546987078,0.11713343901690183,62.62
P0268,Zone_D,1946.74,0.1423977405800395,0.5561906926300116,0.08496628988946642,0.12186541622431253,41.78
P0269,Zone_C,3786.68,0.12899655200729265,0.7795167014240635,0.43624602635715737,0.21418901586863925,113.36
P0270,Zone_C,2529.61,0.10366312722607515,0.01620039733946721,0.6583074395060619,0.29213433292497304,52.9
P0271,Zone_B,2506.96,0.074721378540085,0.8183804247795352,0.43771682493354136,0.20090930013984376,75.84
P0272,Zone_D,2487.94,0.06764717582183119,0.04013885908536652,0.2767541319513086,0.06924486676624157,36.79
P0273,Zone_D,2599.04,0.10113628540113356,0.8899133763628625,0.5581711838904407,0.06889590346351675,82.89
P0274,Zone_D,2427.82,0.08636046171696675,0.9919627472386433,0.34700233541219994,0.2878558052113915,79.35
P0275,Zone_A,2213.17,0.018718234823463985,0.2940674621767778,0.9328676901266331,0.12432269757683341,59.69
P0276,Zone_D,2226.57,0.08175037082784642,0.21031855628579366,0.9226451396035721,0.07301674652061886,56.44
P0277,Zone_A,2483.62,0.12289650641259751,0.7653633638580407,0.5023718199720955,0.19976114678759538,75.41
P0278,Zone_B,2228.29,0.07429358286357411,0.2530263409202532,0.3278839940182585,0.20591219457256654,44.4
P0279,Zone_A,2143.58,0.017273920857597578,0.8655623831722035,0.7371324139566391,0.21212620502967205,73.87
P0280,Zone_B,2553.22,0.12007894791376461,0.10284259215747671,0.03671294348306664,0.11685050696438533,34.47
P0281,Zone_D,2372.51,0.038190929499036415,0.12595519637935826,0.47476900604365124,0.05377767105361876,43.41
P0282,Zone_D,3252.0,0.046206916884325426,0.9791515551006156,0.33632339427033353,0.29125384236361795,104.77
P0283,Zone_B,1174.52,0.03305888948052142,0.6738388982700046,0.9205358851025547,0.11272326142277563,38.6
P0284,Zone_C,3045.75,0.056230109082009656,0.8468872244289528,0.012003027272682543,0.2190065720131369,78.19
P0285,Zone_B,3123.04,0.11594521079640889,0.324329377351518,0.5528148757183491,0.2266574674696774,75.27
P0286,Zone_C,1463.3,0.08271402033055121,0.6764837495206044,0.740663581066626,0.20250185426987144,46.33
P0287,Zone_A,2328.66,0.03868337838109975,0.5942418273085972,0.48501798752404124,0.12822684855341204,61.73
P0288,Zone_A,2314.28,0.1328962109412857,0.603150120122947,0.08540303016272166,0.11777406344101644,51.26
P0289,Zone_A,1796.24,0.1331414596932141,0.6825324595377216,0.9724613900279022,0.19941707067567577,62.36
P0290,Zone_D,2111.09,0.13188097950644095,0.5753591731290986,0.5180104313760979,0.2665239084029229,59.28
P0291,Zone_A,1944.71,0.0434314695934155,0.42906236930266595,0.6141862443190114,0.2866834322308489,51.93
P0292,Zone_C,3376.14,0.07317350818533833,0.27592269438054684,0.23660978270750732,0.07647645110093941,61.31
P0293,Zone_A,2967.84,0.1478985518597225,0.768581330913202,0.4834980851068038,0.08870715314942997,87.26
P0294,Zone_B,3135.78,0.11808174668339863,0.2262724300031862,0.42914949195832186,0.2861840646957699,67.52
P0295,Zone_B,2860.84,0.013803438971578375,0.6923543061544142,0.07489584200198374,0.23413380708369813,68.39
P0296,Zone_D,1935.47,0.019128642776468887,0.23333282264932664,0.10616035354746722,0.27074845620744326,33.39
P0297,Zone_B,2237.74,0.07495039275372657,0.6253301699544539,0.8374725196187746,0.10065815853383579,69.73
P0298,Zone_C,2744.69,0.1372908288206184,0.7470782671290289,0.23981995220659025,0.19689646777735048,73.98
P0299,Zone_A,1888.94,0.08541825171337998,0.2187138889065392,0.19495827149863054,0.2252848986043684,33.97
P0300,Zone_D,2856.5,0.07969375112480062,0.05994330086130828,0.5049114512501393,0.22002797136174318,54.55
P0301,Zone_A,2379.84,0.024766317993928283,0.13097374299417408,0.7687471313625129,0.15203792271667455,53.87
P0302,Zone_A,2312.59,0.10194921466140115,0.6059969672710255,0.06194651857898792,0.05384872292282712,49.21
P0303,Zone_C,2855.48,0.12509444248403156,0.8494464062257355,0.5768079196382558,0.19573151420106577,93.03
P0304,Zone_B,2722.13,0.06325880105105872,0.04499682123542437,0.11921044284057336,0.11327538479490219,36.23
P0305,Zone_B,2319.52,0.11858565912954583,0.7341512590416462,0.03646105082561846,0.1625635615357226,55.57
P0306,Zone_A,3079.66,0.14502673154611362,0.3413186459500521,0.05274395216221739,0.2893952537709543,58.48
P0307,Zone_D,1959.47,0.03852730427787647,0.4785283699195225,0.8341641082084413,0.1497588294106087,56.86
P0308,Zone_B,2807.97,0.08326614836726377,0.9288595498455656,0.11797248362806156,0.25995040166610667,80.56
P0309,Zone_D,2796.55,0.050199314131840575,0.33197150473584547,0.04515136441229195,0.09713515143731279,47.07
P0310,Zone_B,2345.23,0.12099961866473749,0.46533693393948605,0.4378998871429123,0.2181151245062572,58.46
P0311,Zone_D,2663.07,0.09086307122336204,0.013682414760681105,0.8439934719420248,0.29425173860973586,61.42
P0312,Zone_C,1874.44,0.09884153845704251,0.08159872000483837,0.26240837648930193,0.0754732752182342,28.97
P0313,Zone_D,2962.01,0.12170798234622515,0.258591591134784,0.4217126175259164,0.052079985556798006,59.54
P0314,Zone_C,2407.55,0.06543586617274368,0.027852240821074403,0.03992253256375122,0.15839569815815358,29.98
P0315,Zone_C,2238.64,0.13811260957698604,0.631375326048251,0.4490785141348759,0.0731563707628418,59.61
P0316,Zone_D,3024.5,0.08462404141445957,0.4263983568016225,0.5776130806371337,0.23709608741905785,78.6
P0317,Zone_C,2147.83,0.03211367519694872,0.548145202728022,0.5709070537521448,0.2786371659621397,60.09
P0318,Zone_A,1795.77,0.10742587654363232,0.17464718589632955,0.33242669217436516,0.15850524317718973,33.19
P0319,Zone_C,1721.69,0.12105658906135561,0.2959320294366161,0.3155331806631355,0.11467791053886024,34.3
P0320,Zone_B,2803.0,0.05434663478945373,0.6638244748527251,0.10662361893659789,0.15860082975165246,65.55
P0321,Zone_D,1859.79,0.1300050959798254,0.9653027236303998,0.3667983206462684,0.23086195446250024,59.91
P0322,Zone_A,3377.4,0.1368600556672073,0.0504167736022092,0.09949466887296465,0.05226354039509275,43.79
P0323,Zone_D,1459.04,0.048766628232893246,0.8903843208552661,0.7665959447120516,0.1973634973711743,51.39
P0324,Zone_B,3348.23,0.1476930061801311,0.5768812013112085,0.9662742977481859,0.20332292122184475,110.63
P0325,Zone_B,2605.51,0.029699613926826178,0.5639195667556237,0.9700744566667069,0.20942206172398387,84.57
P0326,Zone_B,2451.64,0.03828219357634859,0.5002785352077603,0.8650710993753938,0.1105055199952193,72.13
P0327,Zone_C,2227.54,0.035791477493323655,0.06939408590418339,0.6007921493396191,0.2285131808445317,45.2
P0328,Zone_C,2699.57,0.13515855940110186,0.08987685173616067,0.7008656972438799,0.0728478715829441,56.61
P0329,Zone_D,2481.18,0.10160095732549465,0.6009120056590861,0.28520580268041407,0.0998175841167002,60.15
P0330,Zone_D,3051.65,0.0312945996511182,0.3409585714355583,0.6307704201726206,0.2693675116636205,77.22
P0331,Zone_A,2557.11,0.07164527857156885,0.9172680665776807,0.45564954943987745,0.23468078768164158,82.62
P0332,Zone_A,2575.15,0.09614172350977226,0.40659053735947226,0.4820173397769325,0.053436388502836316,59.49
P0333,Zone_D,2318.19,0.02168497189851366,0.14328145870264108,0.757776560375158,0.11209406509245005,51.86
P0334,Zone_C,2471.53,0.1335382915770274,0.714718833502036,0.28191835559725165,0.10360162074829114,64.71
P0335,Zone_B,2653.9,0.12250449496181491,0.29335342144100984,0.3180396116945199,0.11770158200924315,52.92
P0336,Zone_D,1644.92,0.08072894830072934,0.5254703073558932,0.9246417911286366,0.1118899425699716,50.53
P0337,Zone_A,1825.91,0.14539772613628385,0.69783278550517,0.056224294850972245,0.06563157393571144,41.9
P0338,Zone_C,2871.63,0.06848653709851395,0.9002641112020704,0.4856342984133404,0.16473512914920507,91.39
P0339,Zone_D,2585.43,0.1477754446651097,0.7921911948016761,0.9128008004078617,0.23318336869654127,93.3
P0340,Zone_D,2408.01,0.10350879983250777,0.6763610678727241,0.610363007818157,0.2016829311793591,72.66
P0341,Zone_C,2509.22,0.09885397825555178,0.6796331823951436,0.5464070742121321,0.21821791714951994,74.2
P0342,Zone_D,2673.79,0.0332336853414099,0.9459246440320865,0.2497441792293552,0.07028729463405979,77.08
P0343,Zone_C,2230.12,0.13346988616265015,0.29582409749653604,0.34327548906444827,0.2878726775441968,48.37
P0344,Zone_B,2110.85,0.06984855630888612,0.0011120941961874076,0.8520484158046929,0.2596229584607562,47.7
P0345,Zone_C,2597.92,0.032712676809547106,0.2719545593981987,0.5592181317684581,0.2512725796239157,60.28
P0346,Zone_C,2010.81,0.011765052796606265,0.217891379626744,0.5147421937567799,0.25574595126044186,43.75
P0347,Zone_C,2704.13,0.08836579570937354,0.6618345851139982,0.09957971354002892,0.2831776270331903,65.99
P0348,Zone_D,1648.71,0.08383594709717468,0.633711599765529,0.01602815645512312,0.18606349152842444,36.53
P0349,Zone_D,3014.58,0.11070950713168218,0.5934613827047238,0.9636851886870491,0.10007050446690648,97.38
P0350,Zone_C,2736.3,0.13463612742249229,0.0162434432094537,0.37698616728684164,0.2041959019631353,46.4
P0351,Zone_D,2628.01,0.02111692185002413,0.7287780544506475,0.6032130620995043,0.23572037341698476,81.12
P0352,Zone_A,2991.35,0.11240950864765072,0.3235304124854915,0.07971507318728499,0.23447934833850637,55.22
P0353,Zone_A,3332.74,0.03623767217366151,0.6650559890066311,0.6831142857230466,0.18036225604172001,101.4
P0354,Zone_D,3007.19,0.13014478744200295,0.5565784285021533,0.9325667087059609,0.06711467983339452,93.68
P0355,Zone_D,1579.56,0.12466889194063184,0.3427309254279072,0.5756652529974197,0.14277823460753197,37.96
P0356,Zone_C,1860.21,0.0857111256979762,0.13457626710410775,0.12611532237541057,0.28019165211583935,30.23
P0357,Zone_B,2187.59,0.1094339918072636,0.09441889766048095,0.5817215274734767,0.19611222743935652,44.84
P0358,Zone_D,2513.05,0.054009015845724775,0.8315183331122236,0.7663472131046524,0.18458298581392835,85.93
P0359,Zone_A,2758.83,0.07596350585059404,0.918397542081558,0.40641653657401866,0.11721337859554838,85.01
P0360,Zone_C,2137.13,0.125029165679466,0.6497880467642996,0.8798377479414679,0.14211222997914474,69.65
P0361,Zone_D,2593.38,0.07429712760424993,0.10343411486048337,0.6486829533573645,0.2738365222882923,56.87
P0362,Zone_A,2122.31,0.06009175714556185,0.4020272168882407,0.8992489182892025,0.21661576188170895,61.96
P0363,Zone_A,2194.24,0.07918974261504197,0.7289392001051572,0.6235053112473372,0.2468467566880832,68.98
P0364,Zone_B,1796.67,0.12595489534121057,0.7798208840100681,0.13128797200482423,0.16358635576691377,46.47
P0365,Zone_C,2038.38,0.05692912663192218,0.1182186222910886,0.3096917111051891,0.20756180486403947,35.66
P0366,Zone_C,1824.16,0.03432662303900413,3.071884538241587e-05,0.20179494825245692,0.11209590218580189,24.55
P0367,Zone_B,2012.06,0.1096819628463093,0.712137045880605,0.9088264977168623,0.22636520757087158,69.52
P0368,Zone_B,3026.82,0.12563694977913145,0.35659617598620563,0.7604000672874827,0.15690033342583432,80.48
P0369,Zone_C,2025.3,0.024089246993294663,0.25448133161826025,0.676398368910006,0.1606363787036864,47.74
P0370,Zone_C,3816.19,0.04358237578583226,0.01289746978952544,0.3009663196316217,0.21233058114422043,59.88
P0371,Zone_D,2746.66,0.029876078566539142,0.5402994067614997,0.18404477205021352,0.2840701553672317,63.85
P0372,Zone_D,2592.42,0.058711797621503324,0.8511507354259817,0.7564510879889118,0.06600158665215523,86.74
P0373,Zone_B,2070.82,0.07304913704675776,0.9576316462725879,0.47415794587907967,0.2561858093367519,69.07
P0374,Zone_D,2850.15,0.1148356871748629,0.5657449506132892,0.22578955215062912,0.12309577760304828,66.14
P0375,Zone_A,2212.18,0.10116066188343437,0.5144613277398942,0.6166219781652751,0.16097986362659444,60.44
P0376,Zone_D,2561.0,0.09692999944698034,0.0850563854892411,0.040333852138451975,0.05547833219375224,32.46
P0377,Zone_D,3780.04,0.05933249252535162,0.5488728015425998,0.3261702541282535,0.12526151945857827,90.48
P0378,Zone_A,2451.97,0.1278026574318664,0.3799790789653946,0.46855699459113465,0.1756578106575326,57.91
P0379,Zone_B,3074.64,0.07598020343574302,0.6071352808835769,0.14795833410940584,0.06404401933685976,68.58
P0380,Zone_A,2148.41,0.14707469132212161,0.3887263478765467,0.9846544775908396,0.1727739323457913,64.47
P0381,Zone_D,2482.51,0.09877989936140315,0.24029912345036675,0.20909736458961425,0.28177765721460685,47.18
P0382,Zone_B,3385.4,0.02767706381903038,0.0949652752283765,0.13035313004326554,0.07634830452695131,46.74
P0383,Zone_D,2186.52,0.10466485869056075,0.31491844458889573,0.2035348738868964,0.24111018201887607,43.36
P0384,Zone_A,3406.22,0.055514562160437854,0.09664483428775228,0.7690611331597242,0.15241776334399815,75.67
P0385,Zone_A,2853.88,0.10608580753605362,0.17689695082398393,0.4255056592718428,0.21379342863108453,57.28
P0386,Zone_D,2218.77,0.0197497607427368,0.9873361585795459,0.565415939752538,0.11505914949630734,74.51
P0387,Zone_C,2816.2,0.03448340120463431,0.4441035569066186,0.021009156986360744,0.08987306563533957,51.3
P0388,Zone_C,2986.28,0.12980321624681007,0.5318717665050166,0.034431308573314556,0.09011565356780661,60.21
P0389,Zone_A,2810.9,0.041805137983292086,0.8736185287372153,0.44582554982701617,0.06762298641078617,84.43
P0390,Zone_A,1714.89,0.1271857575340116,0.9955689004906878,0.8166552432016235,0.09641167622531076,63.47
P0391,Zone_C,2136.43,0.04909865238361746,0.5827144493446815,0.8852388787075652,0.21605484624724208,68.09
P0392,Zone_C,2376.24,0.10000346740821905,0.8124738210441717,0.08670656759564022,0.27042265296087703,63.22
P0393,Zone_D,2462.78,0.10718108029137632,0.32694102433667527,0.5383631021010228,0.25353142139779045,59.47
P0394,Zone_D,2810.34,0.0817716654403074,0.3057439574472911,0.9132296862792705,0.22128357746862104,78.54
P0395,Zone_C,2588.85,0.052743494737542376,0.4027037209945602,0.38797275439788637,0.07760796585277567,56.78
P0396,Zone_D,1832.33,0.03977021269195345,0.6725072626736491,0.8295658314283686,0.12229686157398746,58.36
P0397,Zone_D,2690.1,0.01464650963873967,0.6821916892550988,0.1336956543994362,0.12745171883061723,63.48
P0398,Zone_B,2805.29,0.05255249617370133,0.3152394346494508,0.9353944896677987,0.11248923659940531,76.81
P0399,Zone_D,2779.9,0.10144279067437961,0.1332099241366287,0.7514233175313026,0.1787514149274308,63.89
P0400,Zone_A,3040.39,0.14136267458278756,0.6323962564655086,0.9413343927869017,0.18388845371991813,101.7
P0401,Zone_D,2916.96,0.13196862751682728,0.12832586218876452,0.6766172335525065,0.13922149379277754,63.63
P0402,Zone_D,2729.59,0.11724906871494234,0.5784925082293301,0.363403931999427,0.13844728968410902,68.77
P0403,Zone_C,2464.92,0.1203826280554618,0.693422128056309,0.9381811725247224,0.25713889947652036,86.0
P0404,Zone_A,1669.52,0.10309788648663933,0.7006114963944516,0.2755667763091785,0.24732321207992142,44.92
P0405,Zone_D,2714.81,0.04644016005924042,0.7534721106595967,0.33217252206173253,0.1269489579201864,73.96
P0406,Zone_D,2603.84,0.13700730429881616,0.8728594215656645,0.7008084180017403,0.2784471109683148,91.53
P0407,Zone_B,2635.79,0.10390252366681675,0.49995899196478844,0.7653162995253863,0.2882037542506265,78.82
P0408,Zone_D,1861.63,0.08846168833726158,0.7302491895295712,0.9294034838491538,0.13168563550751022,63.75
P0409,Zone_D,1959.47,0.025538525689887348,0.6191727353658367,0.2048024090562095,0.1386062371982637,46.2
P0410,Zone_B,3026.58,0.07258777613289955,0.18663993979768256,0.797998035219224,0.1764085383554897,73.44
P0411,Zone_C,2480.22,0.07445015796826968,0.025689644869408168,0.7385460533969634,0.2852802031334184,54.2
P0412,Zone_D,2840.75,0.13103890533317378,0.28454138567693377,0.06379455625359787,0.2690798582855779,51.12
P0413,Zone_B,2514.16,0.08653075082629037,0.4430337063376194,0.38722314121020696,0.07564199064589745,57.04
P0414,Zone_A,2514.88,0.06325607685585734,0.6171059444286563,0.2827654570600986,0.14818268581785404,62.13
P0415,Zone_C,2969.14,0.1467520459914923,0.8499593305032054,0.3044904243540304,0.18834279743744298,87.14
P0416,Zone_A,2241.98,0.025500883065684193,0.19624571670616564,0.9829468795547008,0.175783118137885,59.29
P0417,Zone_A,2548.06,0.06915677996367224,0.1255497898984771,0.6427774134799279,0.09846576698422317,52.97
P0418,Zone_B,2268.86,0.01588345452399674,0.9634799474743275,0.7176761577934996,0.26470419279203866,82.15
P0419,Zone_D,2282.75,0.11358657690737023,0.10804455937640711,0.9766176373150092,0.21923519574920936,58.57
P0420,Zone_B,2345.41,0.13853071730788108,0.47849107010718916,0.3772017824576387,0.2594770937129509,58.19
P0421,Zone_B,2611.07,0.04920522613706852,0.5855637287933019,0.8018401684528059,0.26469106983736806,81.74
P0422,Zone_B,2260.63,0.1301678347518769,0.5413744209074383,0.43453096330449537,0.23708896341643493,59.44
P0423,Zone_B,3127.88,0.05091055226466568,0.0860321570329432,0.8695336718149798,0.15980265031242935,72.86
P0424,Zone_C,2052.7,0.13750782263014813,0.05702691400361937,0.18065754131130318,0.20263668875385615,31.31
P0425,Zone_D,2406.56,0.11555466650354973,0.10548342746103567,0.9476861770642796,0.09009135152993579,58.34
P0426,Zone_A,2280.13,0.1226869487578014,0.5855876838726125,0.21877170841087967,0.21841135436872694,55.25
P0427,Zone_A,3223.49,0.01252091778406363,0.5443448876343211,0.3262205069809315,0.09481331393482019,75.54
P0428,Zone_D,2598.28,0.14479344999036362,0.23374079203674425,0.7561922341067805,0.22348739762753922,65.43
P0429,Zone_A,3015.92,0.11173393888984524,0.6377741418455916,0.3937551415654067,0.10739954018849217,79.12
P0430,Zone_D,1757.22,0.052665153354058664,0.8200675020556494,0.6082113767664467,0.079387825037555,54.94
P0431,Zone_A,2633.53,0.12611525308023855,0.041578959846593766,0.4445735010694285,0.09132112253573936,45.39
P0432,Zone_B,2944.82,0.04941296777809019,0.4981299435480424,0.7423699370897818,0.05049803380476757,80.92
P0433,Zone_A,2541.14,0.1321855375392579,0.6893104121026903,0.22833125236861085,0.22968490446338258,66.41
P0434,Zone_D,3032.74,0.02576125465767118,0.2523119270696871,0.05845798723687701,0.2331002622645948,50.67
P0435,Zone_D,2241.36,0.10851603684451139,0.3077709052931491,0.29992939747306624,0.17873333747831488,45.7
P0436,Zone_D,3204.67,0.08569778673028744,0.6136379029893838,0.47430866486843026,0.09034070026384593,85.17
P0437,Zone_D,3649.45,0.023514825827361713,0.8979352934437369,0.16802005219267857,0.07088858437767244,98.7
P0438,Zone_D,2318.58,0.04386513595623746,0.8099244203028994,0.3547972896563887,0.054782241609321755,64.53
P0439,Zone_C,2277.25,0.01173656507882407,0.5831302190995835,0.3999830182935685,0.09143704424130518,56.72
P0440,Zone_C,3226.69,0.0756275151650308,0.7302217177572492,0.05739184368827355,0.2727138837457867,80.2
P0441,Zone_A,3289.79,0.05217713650640005,0.3648224702077987,0.5833072481842045,0.11038421042542045,78.72
P0442,Zone_D,2238.57,0.09377004780168623,0.6409655280987577,0.8843434279712875,0.13856783180430393,72.42
P0443,Zone_A,2289.91,0.0516132930792064,0.46618159112755697,0.15174291295305242,0.0763363711203333,46.02
P0444,Zone_D,2359.11,0.05198867561097786,0.1899361364575609,0.597808013401514,0.10559032618704257,50.17
P0445,Zone_D,1827.77,0.11404704782242446,0.7017382738772572,0.6647392049108463,0.1798061426950513,56.84
P0446,Zone_C,2040.67,0.016739997036969483,0.556464637348822,0.41933468041928834,0.20193817077391313,52.28
P0447,Zone_C,1997.93,0.1364052993268782,0.3586215819535914,0.70109758736427,0.11133807854155277,51.12
P0448,Zone_B,2116.1,0.1293169424147654,0.9113391900786307,0.41073154349101204,0.0644330398062793,64.63
P0449,Zone_C,2482.66,0.1034926556516969,0.020934117826733267,0.5046372879774349,0.14775821728184968,44.65
P0450,Zone_B,2617.11,0.09305101981503379,0.315773151249496,0.00735304455442698,0.10855084273158354,42.87
P0451,Zone_B,3275.25,0.1349223497395513,0.05688139777764656,0.6917201141346888,0.10488848080745049,67.44
P0452,Zone_B,2000.82,0.03594622513402002,0.7665273162216272,0.6613426789447244,0.2899657006783638,65.35
P0453,Zone_B,2992.16,0.021055682706716004,0.7021074541137926,0.03840087732634456,0.20407512148143103,70.05
P0454,Zone_B,2393.01,0.043531423787335335,0.33135221873631704,0.3682501073951331,0.18921961079302396,51.23
P0455,Zone_A,2475.27,0.12124095901802662,0.675662902207073,0.9790318407916674,0.15394377588083047,84.84
P0456,Zone_C,2837.41,0.014853837341707664,0.39593722619594984,0.4207365625686168,0.15723608335753608,64.41
P0457,Zone_B,1938.64,0.09159295691168853,0.7562537914224343,0.5019454051318417,0.18522625095952022,58.1
P0458,Zone_D,2691.2,0.14936125226678337,0.4541836627367061,0.9099301581597186,0.2241074517590268,82.29
P0459,Zone_C,2583.23,0.12979745313725552,0.41227972783166555,0.7172618758657564,0.22553652404545738,71.11
P0460,Zone_C,2746.23,0.08300239646610251,0.934729915488301,0.5820701311242236,0.0929234769263624,90.67
P0461,Zone_B,2644.58,0.01890972730012993,0.25087909989070023,0.7978046813410725,0.17502818801915676,66.28
P0462,Zone_A,3727.65,0.12639229201399937,0.12044733999656543,0.8643662664559733,0.15298952375852548,89.57
P0463,Zone_B,2181.13,0.09385699114480946,0.5845431132594582,0.45688807173726687,0.26763174156734604,59.66
P0464,Zone_A,2234.5,0.026090619588339352,0.9693218122841789,0.4751083649318354,0.20785473030459412,73.69
P0465,Zone_D,2188.43,0.023140019875269868,0.37783921372718665,0.3860509356518358,0.18312601660399547,48.66
P0466,Zone_C,2222.26,0.13734775472112293,0.06203676362878152,0.9667061400184606,0.07884866054472935,52.83
P0467,Zone_D,2181.31,0.10368803681133097,0.33930526730956745,0.6971662542903504,0.20140947233085288,56.32
P0468,Zone_A,3094.51,0.12610015190434576,0.5059316543195584,0.0832230662080723,0.07930097642005836,62.61
P0469,Zone_A,3210.25,0.1330570460395174,0.1619230066322137,0.8629596233130185,0.134301643891438,78.82
P0470,Zone_D,2214.63,0.0900481292867651,0.658102218056492,0.4805599408362681,0.08571049120358297,60.55
P0471,Zone_A,2083.82,0.08244248924570577,0.9977493890102006,0.06875390642248747,0.22301841175609222,60.23
P0472,Zone_D,2735.71,0.07025983744493862,0.4517394759814438,0.549717255163311,0.10156302845903815,68.17
P0473,Zone_C,2223.89,0.054372522290756696,0.35472855673021264,0.4171642789757021,0.1479648432970065,49.11
P0474,Zone_D,2816.47,0.07084343452021964,0.40070416683446664,0.8777494048626249,0.2739186944046947,82.86
P0475,Zone_C,2601.46,0.11834315180222188,0.11514617839520114,0.20399460360938737,0.10107909584974258,40.51
P0476,Zone_D,1742.13,0.0942692803421184,0.8832736014262238,0.8264646094921829,0.1769512659896948,62.44
P0477,Zone_A,3273.75,0.13495326059367843,0.414825655521352,0.5576886911854527,0.15481791529150551,82.2
P0478,Zone_D,3397.94,0.07207320201308627,0.3872744114248413,0.05461030321346905,0.054531010261432436,59.72
P0479,Zone_A,2193.61,0.09499254102062554,0.6596902729304743,0.9718453013254846,0.24818952839320318,75.86
P0480,Zone_D,2306.15,0.09838305743287841,0.4420334209311235,0.5126152441031999,0.06726147657864993,55.71
P0481,Zone_D,2642.93,0.09283760272288556,0.648233468807846,0.2908768542315825,0.1685637552442384,67.61
P0482,Zone_B,2667.23,0.10836872823197227,0.061446290130787506,0.4694068419892581,0.19016957373473747,49.53
P0483,Zone_A,2829.27,0.043240685572472876,0.8137233437222274,0.857857783517489,0.20710661415364678,99.43
P0484,Zone_B,3505.1,0.08173092885641067,0.9405039528794026,0.3049031243850635,0.22215790732696888,108.0
P0485,Zone_A,2411.53,0.024591472393168674,0.648765386159386,0.19267639648670032,0.11331809588067877,57.15
P0486,Zone_B,2100.85,0.06383158587027375,0.9545659288588108,0.12907124693088146,0.052494694164612346,57.77
P0487,Zone_C,1810.34,0.07827338960697701,0.1514323143699633,0.29785939839021125,0.230860915588728,32.87
P0488,Zone_D,2134.53,0.10131139633636613,0.4774161894803537,0.7800480870400435,0.18391414983689464,61.64
P0489,Zone_A,2483.44,0.14307434736206848,0.6018067339454473,0.4716263651952617,0.2590294258018122,69.37
P0490,Zone_A,3397.28,0.0940911493167698,0.5817366474211867,0.22748160369353998,0.2553470907251736,83.09
P0491,Zone_D,2241.19,0.11410314826471836,0.40146177908904324,0.1661849996097492,0.2608315419469708,46.98
P0492,Zone_A,2611.89,0.08087724832932837,0.3380844093662614,0.3327294765103791,0.17127366499488506,55.1
P0493,Zone_A,2491.79,0.09877456439268636,0.1268240225504188,0.9399243728857088,0.13340709895921643,61.72
P0494,Zone_B,3094.2,0.01993051025872828,0.3917424505622782,0.3430267125900244,0.24788955064784252,69.46
P0495,Zone_A,3763.47,0.04561482131785858,0.16266081510548513,0.9881240759546354,0.16282352825731372,97.64
P0496,Zone_C,2234.57,0.060659433048719416,0.7343656764922184,0.4852304557653562,0.09586054910085863,63.87
P0497,Zone_C,2255.28,0.07614906970091188,0.20883093549458998,0.17916391829015088,0.2637435048903686,40.38
P0498,Zone_D,3022.08,0.016390824370333724,0.05856530528453385,0.8911400917935094,0.2706399691930868,72.11
P0499,Zone_A,2840.95,0.029603373657464474,0.5523661378172343,0.4603553731348269,0.16657743903504252,73.33
P0500,Zone_D,3423.35,0.04875400309078281,0.5952297327194016,0.7096713435045244,0.06892493182744687,98.55
P0501,Zone_C,2791.96,0.1460145767261471,0.8719130612805055,0.9837115832091518,0.1469565224792328,104.74
P0502,Zone_A,2320.35,0.056388580994427104,0.5769816124176819,0.050175350319974,0.25088441486565083,51.2
P0503,Zone_A,2795.33,0.07748574813569155,0.3454808537234457,0.09669455978756714,0.2754435071365572,53.67
P0504,Zone_D,3054.35,0.03745367978337501,0.8030118815263205,0.7204567414627562,0.10086818562439896,99.11
P0505,Zone_C,2910.24,0.09550920995060755,0.5402788931874211,0.281825003295472,0.06674340300631788,66.77
P0506,Zone_A,2753.64,0.0492956501722364,0.07928028463119174,0.18430139695009906,0.26933761328320965,43.6
P0507,Zone_D,3033.34,0.03897896098137975,0.5658505603132467,0.039361879819729495,0.14735123474471884,63.28
